id,name,picture_url,xl_picture_url,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood_group_cleansed,city,state,zipcode,market,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms,reviews_per_month
13379420,"The Loyal Westie Cottage, East BR",https://a0.muscache.com/im/pictures/1b6c56f9-bf1d-48f7-a2fb-99aa0b99f1cb.jpg?aki_policy=large,,76036790,David,2016-06-05,"Seattle, Washington, United States",within an hour,100%,Ballard,2,2,"Seattle, WA, United States",Ballard,Seattle,WA,98117,Seattle,United States,47.68633,-122.38939,House,Private room,2,1,1,1,,75,,,250,,2,0,2,7,t,51,8,2016-06-22,2019-09-05,98,10,10,10,10,10,10,t,2,2,1.29
13379691,Beautiful views in cozy family home,https://a0.muscache.com/im/pictures/9cfa45b9-b446-40e4-92e9-fcebe041f080.jpg?aki_policy=large,,76040779,Landon,2016-06-05,"Seattle, Washington, United States",within a few hours,100%,,1,1,"Seattle, WA, United States",Rainier Valley,Seattle,WA,98178,Seattle,United States,47.50817,-122.24728,House,Entire home/apt,5,1.5,3,3,,220,,,300,100,5,25,2,1125,t,36,6,2016-07-03,2019-09-02,97,10,10,10,10,10,10,f,1,0,0.92
13379950,Excellent Location in Seattle,https://a0.muscache.com/im/pictures/25c17e5f-9c87-45d4-aab5-3c9fc123cd45.jpg?aki_policy=large,,179243,Tina,2010-07-24,"Seattle, Washington, United States",within an hour,100%,Atlantic,1,1,"Seattle, WA, United States",Central Area,Seattle,WA,98144,,United States,47.5991,-122.31224,Townhouse,Entire home/apt,6,3,3,3,,249,,,,110,1,0,1,1125,t,64,13,2016-06-06,2019-08-25,96,10,10,10,10,9,9,t,1,0,1.59
13390170,Bright and Sunny Ballard Tiny House,https://a0.muscache.com/im/pictures/6ce50185-7a94-4546-8605-7582e282ccd6.jpg?aki_policy=large,,4244528,Emma,2012-11-26,"Seattle, Washington, United States",within an hour,100%,Ballard,1,1,"Seattle, WA, United States",Ballard,Seattle,WA,98117,Seattle,United States,47.67615,-122.39338,Tiny house,Entire home/apt,2,1,0,2,,84,,,,45,1,0,2,90,t,159,37,2016-06-28,2019-09-17,99,10,10,10,10,10,10,t,1,0,4.04
13397569,Downtown Seattle Convention Center,https://a0.muscache.com/im/pictures/0349fc01-584d-4a12-85d4-93911332d052.jpg?aki_policy=large,,15082394,Manorshare,2014-05-04,"Phoenix, Arizona, United States",within an hour,96%,Central Business District,31,31,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61265,-122.32906,Condominium,Entire home/apt,3,1,1,1,,99,,,150,125,3,25,3,14,t,131,35,2016-07-09,2019-09-13,88,9,8,9,9,10,9,f,12,0,3.36
13413112,Capitol Hill Studio w/Private Bath + Kitchenette,https://a0.muscache.com/im/pictures/8d18d4c8-e3e8-4c9c-9d0c-85d90ad49208.jpg?aki_policy=large,,4533715,Mark & Kai,2012-12-30,"Seattle, Washington, United States",within an hour,100%,Stevens,1,1,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98112,Other (International),United States,47.62428,-122.30835,House,Entire home/apt,2,1,0,1,,90,,,100,35,2,30,2,1125,t,195,43,2016-06-15,2019-09-02,96,10,10,10,10,10,9,f,1,0,4.9
13415589,Greenlake private room - Nature Room,https://a0.muscache.com/im/pictures/c6e504bb-59c1-4939-ab52-759bcb18c911.jpg?aki_policy=large,,43031260,Chris,2015-08-31,"Seattle, Washington, United States",within a few hours,100%,Green Lake,2,2,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,,Seattle,United States,47.67753,-122.32785,House,Private room,2,1,1,1,,100,,,,25,1,0,2,14,t,70,26,2017-01-22,2019-09-15,99,10,10,10,10,10,10,f,2,2,2.16
13416344,Central District Duplex,https://a0.muscache.com/im/pictures/bfc9cec9-4b86-4f59-8b14-1e29f87f8415.jpg?aki_policy=large,,50332490,Bryce,2015-12-01,"Seattle, Washington, United States",N/A,N/A,Minor,1,1,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.61419,-122.30163,House,Entire home/apt,3,1,2,1,,100,,,100,100,1,0,2,4,t,16,0,2016-06-27,2017-03-12,96,10,9,10,10,10,10,t,1,0,0.41
13419124,Chic 2-BD steps away from Seattle's Greenlake,https://a0.muscache.com/im/pictures/f38be3c3-2b9c-4810-9a23-3ac88ef3caad.jpg?aki_policy=large,,76479747,Rebl,2016-06-08,"Seattle, Washington, United States",within an hour,100%,Green Lake,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98115,Seattle,United States,47.68293,-122.32578,Apartment,Entire home/apt,6,1,2,2,,116,,,200,60,3,25,2,1125,t,58,10,2016-06-13,2019-09-01,90,9,9,10,10,10,9,f,1,0,1.45
13431285,Mid-century contemporary Seward Park gem,https://a0.muscache.com/im/pictures/674b36a5-b653-4c47-9adf-34531171693b.jpg?aki_policy=large,,76597438,Debbie,2016-06-08,"Seattle, Washington, United States",within an hour,100%,Seward Park,1,1,"Seattle, WA, United States",Seward Park,Seattle,WA,98118,Seattle,United States,47.54978,-122.26314,House,Entire home/apt,5,3,3,3,,300,,,800,150,5,100,3,30,t,1,0,2016-08-30,2016-08-30,100,10,10,10,10,10,10,f,1,0,0.03
13431919,"master bedroom, private bath/balcony, capitol hill",https://a0.muscache.com/im/pictures/c417309a-d0aa-4474-9371-3195640c0efc.jpg?aki_policy=large,,12222737,Emily,2014-02-13,"Seattle, Washington, United States",N/A,N/A,Capitol Hill,2,2,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98102,Seattle,United States,47.62483,-122.32297,Condominium,Private room,2,1.5,1,1,,200,,,,30,2,30,1,31,t,19,0,2017-04-02,2017-10-15,98,10,10,10,10,10,9,f,2,1,0.63
13432899,1 BR Condo on Phinney Ridge,https://a0.muscache.com/im/pictures/6f808f80-15cb-489a-a588-e461630d8340.jpg?aki_policy=large,,19144797,Aso,2014-07-30,"Seattle, Washington, United States",N/A,N/A,Phinney Ridge,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98103,Seattle,United States,47.67289,-122.35438,Condominium,Entire home/apt,2,1,1,1,,90,,,300,75,1,0,15,30,t,2,0,2016-08-14,2016-09-09,100,10,10,10,10,10,10,f,1,0,0.05
13436253,"""THE 5-STAR HOUSE"" - ROOM 10-> THE PERUVIAN ROOM",https://a0.muscache.com/im/pictures/646faea3-bc7c-4874-8a15-9af67aec6a5d.jpg?aki_policy=large,,2438665,Flor,2012-05-22,"Seattle, Washington, United States",within an hour,100%,Crown Hill,4,4,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98117,Seattle,United States,47.70022,-122.36774,House,Private room,2,1.5,1,2,,52,,,100,50,2,25,3,360,t,18,4,2016-10-28,2019-09-09,99,10,10,10,10,10,10,t,4,4,0.51
13437335,Modern Space in Amazing Location,https://a0.muscache.com/im/pictures/51607ca5-0c9f-4cbf-b2d2-eb393b4923c4.jpg?aki_policy=large,,1231161,Shannon,2011-09-30,"Seattle, Washington, United States",within an hour,100%,,7,7,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61719,-122.34749,Condominium,Entire home/apt,4,1,1,1,,110,,,200,75,2,20,2,1125,t,174,42,2016-06-14,2019-09-01,94,9,9,10,10,10,9,f,2,0,4.36
13437692,Private Queen Anne Studio Suite,https://a0.muscache.com/im/pictures/a00e14b9-529a-4a8f-9a35-c63c7c963677.jpg?aki_policy=large,,31354928,Ken & Patti,2015-04-16,"Seattle, Washington, United States",within an hour,100%,Queen Anne,2,2,"Seattle, WA, United States",Queen Anne,Seattle,WA,98109,Seattle,United States,47.63476,-122.35349,House,Private room,2,1,1,1,,84,,,100,25,1,0,2,1125,t,174,53,2016-06-26,2019-09-20,100,10,10,10,10,10,10,t,2,2,4.41
13443478,Sunrise Heights Daylight Basement,https://a0.muscache.com/im/pictures/e2dbab50-40ac-4a6b-99e5-256d1bea4d09.jpg?aki_policy=large,,76737043,John,2016-06-09,"Seattle, Washington, United States",N/A,N/A,High Point,1,1,"Seattle, WA, United States",Delridge,Seattle,WA,98126,Seattle,United States,47.53812,-122.37449,House,Entire home/apt,4,1,1,1,,79,,,195,20,1,5,1,31,t,93,0,2016-06-12,2017-12-24,93,10,10,10,10,9,10,t,1,0,2.33
13448149,"Sparkling Apt - Near Lake WA, 10 min to DT!",https://a0.muscache.com/im/pictures/28779628-e0f3-4618-9734-5fa640413e57.jpg?aki_policy=large,,11026279,Chris And Brynn,2014-01-04,"Seattle, Washington, United States",within an hour,100%,Mount Baker,3,3,"Seattle, WA, United States",Rainier Valley,Seattle,WA,98144,Seattle,United States,47.583,-122.29235,Apartment,Entire home/apt,5,1,1,1,,89,,,200,78,2,20,2,28,t,101,29,2016-09-14,2019-09-08,97,10,10,10,10,10,9,t,2,0,2.74
13451298,"Capitol Hill 101, Walk to the new train station",https://a0.muscache.com/im/pictures/08153acc-d692-4c2b-97cd-daebb4e580b2.jpg?aki_policy=large,,76826485,Jon,2016-06-09,"Lake Stevens, Washington, United States",within an hour,100%,Capitol Hill,8,8,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98102,Seattle,United States,47.61862,-122.31758,Apartment,Entire home/apt,2,1,1,1,,199,,,100,50,1,10,1,30,t,255,43,2016-06-15,2019-09-11,99,10,10,10,10,10,10,t,8,0,6.4
13451352,Vintage Remodel in Pike Pine Dist - 1 Bedrm 1 Bath,https://a0.muscache.com/im/pictures/e05cac95-c2f2-48e2-8b0c-a1a702f3bb64.jpg?aki_policy=large,,658155,Joe,2011-06-02,"Seattle, Washington, United States",within an hour,100%,Capitol Hill,17,17,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.61156,-122.3144,Apartment,Entire home/apt,4,1,1,2,,170,,,0,150,2,10,7,1124,t,182,45,2016-06-23,2019-09-02,99,10,10,10,10,10,10,t,13,0,4.6
13451764,City View Apartment near Pike and Pine Food Scene,"https://a0.muscache.com/4ea/air/v2//pictures/2bd0ed67-6eed-4a31-959a-0a38412c3702.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",,658155,Joe,2011-06-02,"Seattle, Washington, United States",within an hour,100%,Capitol Hill,17,17,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.61033,-122.31382,Apartment,Entire home/apt,4,1,1,1,,220,,,0,150,2,10,7,1124,t,158,51,2016-06-27,2019-09-01,99,10,10,10,10,10,9,t,13,0,4.01
13452009,Remodeled Victorian Apartment in Pike Pine,"https://a0.muscache.com/4ea/air/v2//pictures/037bf941-26e1-49ab-9dd8-51d1e7774166.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",,658155,Joe,2011-06-02,"Seattle, Washington, United States",within an hour,100%,Capitol Hill,17,17,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.61046,-122.31377,Apartment,Entire home/apt,6,2,2,3,,210,,,0,170,4,10,7,1124,t,180,56,2016-06-27,2019-09-04,97,9,10,10,10,10,9,t,13,0,4.56
13452157,★ Amazing City Condo next to Convention Center! ★,https://a0.muscache.com/im/pictures/e163c26f-36e8-4cfc-b415-0f9717a196bf.jpg?aki_policy=large,,76838829,Sabrina,2016-06-09,"Fremont, California, United States",within an hour,100%,First Hill,1,1,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61286,-122.32907,Condominium,Entire home/apt,4,1,0,1,,99,,,100,65,2,20,30,180,t,134,48,2016-08-09,2019-08-26,93,10,9,10,10,10,9,t,1,0,3.53
13461458,Cozy 1Br/1Ba short walk from downtown Ballard,https://a0.muscache.com/im/pictures/1bf0762b-388c-4b4d-b89e-3bb8edd039f3.jpg?aki_policy=large,,50075597,Scott/Sherry,2015-11-28,"Seattle, Washington, United States",N/A,N/A,Ballard,1,1,"Seattle, WA, United States",Ballard,Seattle,WA,98107,Seattle,United States,47.67176,-122.38027,Condominium,Entire home/apt,4,1,1,1,,175,,,300,100,1,0,2,3,t,0,0,,,,,,,,,,f,1,0,
13466440,Top Floor Studio across from UW,https://a0.muscache.com/im/pictures/0c0b9fef-e4a6-4056-a9a6-15f62e601c0a.jpg?aki_policy=large,,77000603,David,2016-06-10,"Seattle, Washington, United States",N/A,N/A,University District,1,1,"Seattle, WA, United States",University District,Seattle,WA,98105,Seattle,United States,47.6569,-122.31618,Apartment,Entire home/apt,2,1,0,1,,150,,,100,30,1,0,1,6,t,1,0,2016-09-08,2016-09-08,100,10,10,10,10,10,10,f,1,0,0.03
13466581,Bedroom in turn of the century home (free parking),https://a0.muscache.com/im/pictures/455ceae6-bfe5-46b6-8b82-13b4a3d9aa1b.jpg?aki_policy=large,,64694215,Brent,2016-03-27,"Seattle, Washington, United States",within an hour,100%,Minor,2,2,"Seattle, WA, United States",Central Area,Seattle,WA,98122,Seattle,United States,47.60967,-122.30234,House,Private room,2,1,1,1,,100,,,0,10,1,0,1,1125,t,52,44,2016-06-11,2019-09-16,98,10,10,10,10,10,10,f,2,1,1.3
13468093,Bungalow Charm in Montlake Apartment near U of WA,https://a0.muscache.com/im/pictures/02e8a56d-86dd-42d3-8102-5364ebf4cb8b.jpg?aki_policy=large,,3906855,Cheryl,2012-10-18,"Seattle, Washington, United States",within an hour,100%,Montlake,1,1,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98112,Seattle,United States,47.63888,-122.30544,Apartment,Entire home/apt,2,1,1,1,,100,,,150,65,2,50,2,60,t,20,5,2016-07-04,2019-08-15,97,10,10,10,10,10,10,f,1,0,0.51
13472115,North Admiral Refuge,https://a0.muscache.com/im/pictures/6f901bb7-2e2e-41be-9508-49fe3716c558.jpg?aki_policy=large,,14904417,Sterling,2014-04-29,"Seattle, Washington, United States",within a few hours,100%,North Admiral,1,1,"Seattle, WA, United States",West Seattle,Seattle,WA,98116,Seattle,United States,47.58868,-122.39107,Guest suite,Entire home/apt,3,1,1,2,,115,,,0,49,1,0,1,10,t,22,3,2017-03-26,2019-08-24,97,10,10,10,10,10,10,f,1,0,0.72
13479228,Private bedroom in Northgate,https://a0.muscache.com/im/pictures/20fe4383-6449-4895-8cc5-3f95803e88d9.jpg?aki_policy=large,,5671535,Yue,2013-03-28,"Seattle, Washington, United States",N/A,N/A,Pinehurst,1,1,"Seattle, WA, United States",Northgate,Seattle,WA,98125,Seattle,United States,47.71902,-122.31313,Townhouse,Private room,2,1.5,1,1,,65,,,95,12,1,0,2,60,t,2,0,2016-07-07,2016-07-23,90,10,10,10,10,10,10,f,1,1,0.05
13479682,"Beacon Hill Retreat, Seattle, near Light Rail",https://a0.muscache.com/im/pictures/9cf7dbef-9f64-4181-99bb-df84f634a148.jpg?aki_policy=large,,30653236,Allison,2015-04-05,"Seattle, Washington, United States",within an hour,100%,North Beacon Hill,2,2,"Seattle, WA, United States",Beacon Hill,Seattle,WA,98144,Seattle,United States,47.58107,-122.30781,Apartment,Entire home/apt,2,1,0,1,,95,,,500,75,2,25,20,90,t,52,13,2016-07-25,2019-09-04,99,10,10,10,10,10,10,f,2,0,1.35
13479801,Cute Wallingford room,https://a0.muscache.com/im/pictures/8290e87a-3544-4a3c-953e-ebfc98718e34.jpg?aki_policy=large,,77174617,Natasha,2016-06-11,"Seattle, Washington, United States",N/A,N/A,Wallingford,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98103,Seattle,United States,47.65452,-122.33686,House,Private room,1,1,1,1,,45,,,,,1,0,1,12,t,0,0,,,,,,,,,,f,1,1,
13481511,Bryant / Ravenna 1926  4 Bedroom Brick Bungalow,https://a0.muscache.com/im/pictures/4453ddf4-0da9-4b98-a5db-fa009fd320bd.jpg?aki_policy=large,,77199716,Mark,2016-06-12,"Seattle, Washington, United States",N/A,N/A,Ravenna,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98115,Seattle,United States,47.67224,-122.29057,House,Entire home/apt,6,1,4,4,,145,,,995,125,4,40,2,7,t,5,0,2016-07-12,2017-04-10,100,10,10,10,10,10,10,f,1,0,0.13
13488080,West Seattle Garden Hideaway | Close to Everything,https://a0.muscache.com/im/pictures/dff6e153-21d9-4eb2-801c-d9f31c55a0e8.jpg?aki_policy=large,,77275079,Leah,2016-06-12,"Seattle, Washington, United States",within an hour,100%,,1,1,"Seattle, WA, United States",Delridge,Seattle,WA,98106,Seattle,United States,47.53558,-122.34385,Guest suite,Entire home/apt,2,1,0,2,,60,,,200,20,2,50,1,29,t,48,48,2019-02-23,2019-09-20,100,10,10,10,10,10,10,f,1,0,6.79
13489883,Master Bedroom with Private Bathroom,https://a0.muscache.com/im/pictures/6a8785a3-c504-4e77-989f-e1fb99120e3b.jpg?aki_policy=large,,17978322,Matthew,2014-07-11,"Seattle, Washington, United States",N/A,N/A,Licton Springs,2,2,"Seattle, WA, United States",Northgate,Seattle,WA,98103,Seattle,United States,47.69164,-122.34194,Townhouse,Private room,2,1,1,1,,60,,,,,1,0,1,1125,t,0,0,,,,,,,,,,f,2,2,
13491382,Pike Suites Seattle,https://a0.muscache.com/im/pictures/ef347ae8-1395-496b-bed0-6007952f2ad8.jpg?aki_policy=large,,23792018,Aristay,2014-11-15,"Seattle, Washington, United States",within a few hours,100%,South Park,3,3,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61146,-122.32852,Apartment,Entire home/apt,4,1,1,1,,138,,,350,80,2,20,2,1125,t,25,9,2016-06-20,2019-06-17,98,10,10,10,10,10,9,f,3,0,0.63
13494687,The House on Graham Hill,https://a0.muscache.com/im/pictures/ae2eb9ad-b0b3-464f-950c-cb86339c5598.jpg?aki_policy=large,,77362533,John,2016-06-12,"Seattle, Washington, United States",within an hour,100%,Seward Park,1,1,"Seattle, WA, United States",Seward Park,Seattle,WA,98118,,United States,47.54622,-122.2704,Guest suite,Entire home/apt,4,1,2,2,,99,,,250,70,2,20,2,90,t,79,25,2016-11-18,2019-08-30,96,10,10,10,10,9,9,t,1,0,2.28
13496747,Top of Queen Anne Luxe Retreat Minutes to Downtown,https://a0.muscache.com/im/pictures/ac27a949-bced-4f6d-9071-2caa971efa2f.jpg?aki_policy=large,,77397733,Cristina,2016-06-12,"Seattle, Washington, United States",within an hour,100%,Queen Anne,1,1,"Seattle, WA, United States",Queen Anne,Seattle,WA,98119,Seattle,United States,47.64335,-122.3688,Guest suite,Entire home/apt,3,1,1,1,,119,,,1000,50,2,25,3,1125,t,68,17,2016-06-16,2019-08-31,99,10,10,10,10,10,10,f,1,0,1.71
13508899,★ Gorgeous One Bdrm! Next to Convention Center ★,https://a0.muscache.com/im/pictures/be6b62f7-ff4a-4af8-84cf-40a2cfad3010.jpg?aki_policy=large,,24554887,Mark,2014-12-06,"Los Angeles, California, United States",within an hour,100%,First Hill,1,1,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61101,-122.32938,Apartment,Entire home/apt,4,1,1,1,,100,,,100,75,2,20,1,60,t,110,34,2016-08-06,2019-09-03,92,10,9,10,10,10,9,t,1,0,2.89
13512946,Cozy 1 Bedroom Seattle Condo-Free Parking,https://a0.muscache.com/im/pictures/6b7c6419-ea45-44c8-a906-779fde5da109.jpg?aki_policy=large,,74305,Seattle Oasis,2010-01-27,"Seattle, Washington, United States",within an hour,98%,Belltown,57,57,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61484,-122.34845,Condominium,Entire home/apt,4,1,1,2,,113,,,500,107,1,0,2,365,t,103,21,2016-06-17,2019-09-16,97,10,10,10,10,10,9,f,53,0,2.59
13513361,Spacious 1 Bed Centrally Located,https://a0.muscache.com/im/pictures/8b1e811f-2dbe-467b-966d-9a8ae23e53c6.jpg?aki_policy=large,,77578774,Michelle,2016-06-13,"Seattle, Washington, United States",N/A,N/A,Interbay,1,1,"Seattle, WA, United States",Interbay,Seattle,WA,98199,Seattle,United States,47.64153,-122.38491,Condominium,Entire home/apt,2,1,1,1,,92,,,100,,1,0,2,2,t,16,0,2016-06-27,2017-06-04,100,10,10,10,10,10,10,f,1,0,0.41
13513477,Fabulous Farmhouse w/Fantastic Yard in Wallingford,https://a0.muscache.com/im/pictures/26d303f1-59e9-4cf7-bd7a-99e18cfc0934.jpg?aki_policy=large,,76409136,Betsy,2016-06-07,"Seattle, Washington, United States",N/A,N/A,Wallingford,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98103,Seattle,United States,47.65552,-122.33494,Bungalow,Entire home/apt,6,1,2,3,,149,,,200,100,6,10,5,79,t,5,0,2016-06-18,2018-08-22,100,10,10,10,10,10,10,t,1,0,0.13
13514192,Spacious Room in Perfect Location!,https://a0.muscache.com/im/pictures/bbef337a-7e71-411a-873a-eb0396874c66.jpg?aki_policy=large,,77590816,Donna,2016-06-13,"Seattle, Washington, United States",within a few hours,100%,Wallingford,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98103,Seattle,United States,47.65215,-122.33491,Bungalow,Private room,2,1,1,1,,56,,,,30,1,0,2,1125,t,69,16,2016-06-26,2019-09-08,98,10,10,10,10,10,10,f,1,1,1.75
13515552,Stunning and spacious mid-century modern home,https://a0.muscache.com/im/pictures/2e020041-c23b-4249-8738-ca9186d07c79.jpg?aki_policy=large,,34762356,Melanie,2015-06-01,"Seattle, Washington, United States",N/A,N/A,Wedgewood,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98115,Seattle,United States,47.69584,-122.28854,House,Entire home/apt,4,1,3,3,,120,,,0,50,4,25,2,12,t,21,0,2016-06-18,2018-02-21,97,10,10,10,10,10,10,f,1,0,0.53
13532046,Clean and Comfy (Walk to Amazon/Seattle Center!),https://a0.muscache.com/im/pictures/ab8f12c1-a069-4621-9279-c02bb14d77a9.jpg?aki_policy=large,,106972,Kelly,2010-04-11,"Seattle, Washington, United States",within an hour,100%,Queen Anne,3,3,"Seattle, WA, United States",Queen Anne,Seattle,WA,98109,Seattle,United States,47.62953,-122.34559,House,Entire home/apt,6,2,3,3,,154,2799,,500,150,1,0,2,1124,t,90,23,2016-07-16,2019-09-02,98,10,10,10,10,10,9,f,2,0,2.32
13533117,2-Bdrm Private Apt  NE Seattle - awesome reviews!,https://a0.muscache.com/im/pictures/66d507c0-e925-42b6-b8c7-b77c0ab9001c.jpg?aki_policy=large,,25373047,Andrew & James,2014-12-29,"Seattle, Washington, United States",within an hour,100%,Bryant,1,1,"Seattle, WA, United States",Other neighborhoods,Seattle,WA,98115,Seattle,United States,47.68178,-122.28797,Apartment,Entire home/apt,6,1,2,3,,127,,,250,80,3,25,3,90,t,63,24,2016-08-16,2019-08-28,98,10,10,10,10,10,10,t,1,0,1.67
13533362,Within 3 minutes Walk to UW campus & any store 201,https://a0.muscache.com/im/pictures/4dd5f4aa-6535-457b-a13f-32ef1eba8b9a.jpg?aki_policy=large,,3074414,Melissa,2012-07-27,"Seattle, Washington, United States",within an hour,90%,University District,62,62,"Seattle, WA, United States",University District,Seattle,WA,98105,Seattle,United States,47.66294,-122.31356,Apartment,Entire home/apt,2,1,0,1,,100,,,150,65,1,20,1,1125,t,24,1,2016-06-18,2019-09-04,86,9,9,9,9,9,9,f,53,4,0.6
13546442,Room at the Serene Urban Oasis,https://a0.muscache.com/im/pictures/a4de02c7-ed82-4a2f-a2d4-0bd586280187.jpg?aki_policy=large,,38048382,Jody,2015-07-10,"Seattle, Washington, United States",within a few hours,100%,North Delridge,2,2,"Seattle, WA, United States",Delridge,Seattle,WA,98106,Seattle,United States,47.55837,-122.36238,House,Private room,2,1,1,1,,60,,,500,40,1,0,1,14,t,7,2,2016-09-18,2018-10-10,97,10,10,10,10,10,10,f,2,1,0.19
13547399,8月中旬-9月中下旬华盛顿大学(西雅图)附近优质公寓暑期短租(22-23美元/天),https://a0.muscache.com/im/pictures/7c2c8031-a67b-4e18-8f88-59ae709152ab.jpg?aki_policy=large,,77974999,Ziqiang,2016-06-15,US,N/A,N/A,University District,1,1,"Seattle, WA, United States",University District,Seattle,WA,98105,Seattle,United States,47.66689,-122.31052,Apartment,Entire home/apt,2,1,2,2,,25,,,100,5,1,0,15,36,t,1,0,2016-08-09,2016-08-09,,,,,,,,t,1,0,0.03
13547913,Cozy Loft in Ballard,https://a0.muscache.com/im/pictures/95c35872-3bbe-4809-a22f-8acfb6d0885e.jpg?aki_policy=large,,7824375,Amy,2013-07-30,"Los Angeles, California, United States",N/A,N/A,Ballard,1,1,"Seattle, WA, United States",Ballard,Seattle,WA,98107,Seattle,United States,47.66586,-122.36856,Loft,Entire home/apt,2,1,1,1,,60,,,,35,1,0,1,14,t,3,0,2016-08-07,2016-09-25,100,10,9,10,10,10,10,f,1,0,0.08
13548374,Park View Condo near WA Convention Center,https://a0.muscache.com/im/pictures/e97a050b-a2a8-4b9d-8cb4-4bdd616945f9.jpg?aki_policy=large,,24526173,Connie,2014-12-05,"Seattle, Washington, United States",within an hour,100%,First Hill,2,2,"Seattle, WA, United States",Downtown,Seattle,WA,98101,Seattle,United States,47.61126,-122.32873,Condominium,Entire home/apt,5,1,1,4,,199,,,300,90,4,15,3,90,t,171,46,2016-06-24,2019-09-12,97,10,10,10,10,10,10,t,2,0,4.33
13550415,"Amazing Modern Water View 5, Space Needle. 98 WS",https://a0.muscache.com/im/pictures/8cd9e272-b559-4618-85fc-04483c687ac2.jpg?aki_policy=large,,29051256,Eve And Katrina,2015-03-09,"Seattle, Washington, United States",N/A,N/A,Belltown,29,29,"Seattle, WA, United States",Downtown,Seattle,WA,98121,Seattle,United States,47.61619,-122.34956,Apartment,Entire home/apt,3,1,1,1,,219,,,300,60,2,20,2,1125,t,42,0,2016-06-19,2017-06-12,100,10,10,10,10,10,10,f,29,0,1.06
13550784,"The Blue House, a Ballard comfy, light filled home",https://a0.muscache.com/im/pictures/006600e1-ade5-4bf6-8ca6-cc584a5a41a7.jpg?aki_policy=large,,3235445,Maria,2012-08-12,"Seattle, Washington, United States",within an hour,100%,Ballard,2,2,"Seattle, WA, United States",Ballard,Seattle,WA,98107,Seattle,United States,47.67131,-122.37087,House,Entire home/apt,7,1,3,3,,110,,,300,100,5,15,3,28,t,132,45,2016-07-21,2019-09-16,99,10,10,10,10,10,9,f,2,0,3.42
13551080,Newly Renovated Corner Apartment On Capital Hill,https://a0.muscache.com/im/pictures/78e15cf5-3684-484a-8be5-9eb82c661a9e.jpg?aki_policy=large,,78026430,Andrew,2016-06-16,"Seattle, Washington, United States",N/A,N/A,Capitol Hill,1,1,"Seattle, WA, United States",Capitol Hill,Seattle,WA,98122,Seattle,United States,47.61741,-122.32473,Apartment,Entire home/apt,2,1,0,1,,149,,,95,,1,0,1,14,t,11,0,2016-06-28,2016-12-21,93,9,10,10,10,10,9,f,1,0,0.28
13557023,Quiet Residential in a Great Neighborhood,https://a0.muscache.com/im/pictures/996c2424-a757-43aa-9926-0a5fbaf3a542.jpg?aki_policy=large,,57065302,Jennifer,2016-02-01,"Seattle, Washington, United States",N/A,N/A,Atlantic,3,3,"Seattle, WA, United States",Central Area,Seattle,WA,98144,Seattle,United States,47.59471,-122.29892,Townhouse,Entire home/apt,4,1.5,2,3,,127,,,0,55,2,10,2,1125,t,24,0,2016-08-15,2018-09-03,98,10,10,10,10,10,10,f,1,0,0.63
