id,name,picture_url,host_id,host_name,host_since,host_response_time,host_response_rate,host_listings_count,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,monthly_price 
11523055,Cul-du-Sac Quiet. Master in W Sea,https://a0.muscache.com/im/pictures/522744ff-e1bd-40e0-a040-0f4140c08865.jpg?aki_policy=large,54669634,Paul,2016-01-14,within an hour,100%,13.0,Delridge,Seattle,WA,98106,47.5375,-122.35632,House,Private room,2,1.0,1.0,0.0,unknown,55,300.0,950.0,0.0,15.0,1,1,1125,89.0,10.0,9.0,10.0,9.0,13,1.0,950.0
11525642,Light & Airy in Quiet West Seattle,https://a0.muscache.com/im/pictures/1fac5a0f-2e01-4dc4-8c80-1968ef191731.jpg?aki_policy=large,54669634,Paul,2016-01-14,within an hour,100%,13.0,Delridge,Seattle,WA,98106,47.53686,-122.35557,House,Private room,2,1.0,1.0,1.0,unknown,54,225.0,875.0,0.0,10.0,1,1,1125,92.0,10.0,9.0,9.0,9.0,13,1.73,875.0
11531021,West Seattle Tranquility. Large Private Patio.,https://a0.muscache.com/im/pictures/d24c3dae-96cd-4b5f-a9f9-9d9096f1ca6b.jpg?aki_policy=large,54669634,Paul,2016-01-14,within an hour,100%,13.0,Delridge,Seattle,WA,98106,47.53686,-122.35621,House,Private room,2,1.0,1.0,1.0,unknown,60,250.0,860.0,0.0,10.0,1,1,1125,91.0,9.0,9.0,9.0,9.0,13,2.39,860.0
11533621,2-Bed Garden Apt in Cozy Craftsman,https://a0.muscache.com/im/pictures/217d0445-69d8-4571-89d7-3df2ba5d6e06.jpg?aki_policy=large,15198480,Chris,2014-05-06,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98115,47.67994,-122.3157,Guest suite,Entire home/apt,4,1.0,2.0,2.0,unknown,130,unknown,unknown,100.0,55.0,4,3,100,100.0,10.0,10.0,10.0,10.0,1,2.35,unknown
11549328,Newly Remodeled Ballard Apartment,https://a0.muscache.com/im/pictures/82f7a288-9e07-43ad-bfff-3745a3179559.jpg?aki_policy=large,45334,Avigail,2009-10-12,within an hour,100%,1.0,Ballard,Seattle,WA,98107,47.6701,-122.39223,Apartment,Entire home/apt,4,1.0,1.0,2.0,unknown,85,unknown,unknown,250.0,65.0,2,3,1125,99.0,10.0,10.0,10.0,10.0,1,2.67,unknown
11552074,Historical Log Home/remodeled in W Seattle/Alki,https://a0.muscache.com/im/pictures/5e743399-f464-4077-a9de-eef660e38c36.jpg?aki_policy=large,43798906,Terry,2015-09-09,within an hour,100%,3.0,West Seattle,Seattle,WA,98116,47.56982,-122.40713000000001,Cabin,Entire home/apt,10,3.5,4.0,4.0,unknown,525,unknown,unknown,500.0,250.0,8,2,1125,95.0,10.0,10.0,10.0,9.0,2,0.51,unknown
11552569,City View 2BD/2BA,https://a0.muscache.com/im/pictures/b6e16987-d684-46dc-b502-62503b0ab369.jpg?aki_policy=large,14980831,Rebecca,2014-05-01,within an hour,100%,9.0,Downtown,Seattle,WA,98101,47.61265,-122.32932,Apartment,Entire home/apt,6,2.0,2.0,4.0,unknown,185,unknown,unknown,250.0,135.0,1,3,1125,96.0,10.0,10.0,10.0,10.0,8,2.38,unknown
11555633,Ravenna Refuge:  Private suite in Seattle home.,https://a0.muscache.com/im/pictures/a92bb420-741f-441b-8912-f1b50a808696.jpg?aki_policy=large,11051509,Sarah,2014-01-05,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98115,47.67556,-122.30655,Guest suite,Private room,3,1.0,2.0,2.0,unknown,115,unknown,unknown,3000.0,50.0,2,2,14,98.0,10.0,10.0,10.0,10.0,1,2.51,unknown
11583227,Modern Studio at the Beacon Hill Lightrail,https://a0.muscache.com/im/pictures/2f841eb5-4518-46f1-ab3f-2128e35bbf65.jpg?aki_policy=large,20519441,Rebecca,2014-08-25,within a few hours,100%,1.0,Beacon Hill,Seattle,WA,98144,47.57614,-122.31286999999999,Guest suite,Entire home/apt,2,1.0,0.0,1.0,unknown,90,unknown,unknown,0.0,25.0,1,5,90,98.0,10.0,10.0,10.0,10.0,1,2.06,unknown
11590752,"78' Historic Yacht! Fully Restored, Sleeps 8!",https://a0.muscache.com/im/pictures/d8d3a5b3-130b-49f9-9abc-c5305e19aec7.jpg?aki_policy=large,61303757,Kuhrt,2016-03-02,within a few hours,92%,1.0,Cascade,Seattle,WA,98102,47.65117,-122.32363000000001,Boat,Entire home/apt,8,2.5,4.0,5.0,unknown,349,unknown,unknown,5000.0,330.0,8,2,31,97.0,10.0,10.0,9.0,9.0,1,0.99,unknown
11601374,North Queen Anne Escape,https://a0.muscache.com/im/pictures/3174768d-2b96-4e05-8050-3be23aba6aa8.jpg?aki_policy=large,47332984,Keith,2015-10-24,within an hour,100%,3.0,Queen Anne,Seattle,WA,98119,47.6483,-122.35918000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,140,unknown,unknown,0.0,60.0,2,1,1125,97.0,10.0,10.0,10.0,10.0,4,5.75,unknown
11603110,"Urban living, View Condo,  2BD, 1BA",https://a0.muscache.com/im/pictures/1f1c9cec-7c32-4af6-b762-1581d879119d.jpg?aki_policy=large,14980831,Rebecca,2014-05-01,within an hour,100%,9.0,Downtown,Seattle,WA,98101,47.61272,-122.33017,Apartment,Entire home/apt,6,1.0,2.0,4.0,unknown,185,unknown,unknown,250.0,135.0,1,3,1125,94.0,10.0,9.0,10.0,9.0,8,1.43,unknown
11605215,Hydrangea House: Sunny Family Bungalow- Queen Anne,https://a0.muscache.com/im/pictures/70744208-f3fa-4b26-889d-d12c3f846ddd.jpg?aki_policy=large,61416063,Mandy,2016-03-03,unknown,unknown,1.0,Queen Anne,Seattle,WA,98119,47.63732,-122.3633,House,Entire home/apt,8,2.0,4.0,5.0,unknown,365,unknown,unknown,500.0,130.0,1,1,14,100.0,10.0,10.0,10.0,10.0,1,0.31,unknown
11610147,Roomy one bedroom on Beacon Hill.,https://a0.muscache.com/im/pictures/633c0a75-3095-4f52-931c-5dd355a8dc38.jpg?aki_policy=large,20079259,Philip,2014-08-15,unknown,unknown,1.0,Beacon Hill,Seattle,WA,98108,47.559290000000004,-122.30101,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,85,unknown,unknown,500.0,60.0,1,3,1125,96.0,10.0,9.0,10.0,10.0,1,1.05,unknown
11621166,"Heart of Capitol Hill, Mini Ensuite",https://a0.muscache.com/im/pictures/0887561d-1910-4a38-a6cd-438572f6f571.jpg?aki_policy=large,12796487,Shannon,2014-03-04,within a few hours,95%,14.0,Capitol Hill,Seattle,WA,98122,47.61971,-122.30742,Bed and breakfast,Private room,2,1.0,1.0,1.0,unknown,125,unknown,unknown,0.0,0.0,1,2,1125,97.0,10.0,10.0,10.0,10.0,12,0.16,unknown
11637080,Serene Urban Oasis,https://a0.muscache.com/im/pictures/ffe7e7e4-f549-49d8-8f28-a6466213a802.jpg?aki_policy=large,38048382,Jody,2015-07-10,within a few hours,100%,2.0,Delridge,Seattle,WA,98106,47.55881,-122.36083,House,Entire home/apt,4,1.0,1.0,1.0,unknown,99,unknown,unknown,500.0,40.0,2,1,9,97.0,10.0,10.0,10.0,10.0,2,0.2,unknown
11638111,Modern Apartment - Columbia City & Lake Washington,https://a0.muscache.com/im/pictures/96d606fb-fbdb-4964-b450-a888f6199cde.jpg?aki_policy=large,5478198,David,2013-03-15,within an hour,100%,1.0,Rainier Valley,Seattle,WA,98118,47.56813,-122.28187,Loft,Entire home/apt,4,1.0,0.0,2.0,unknown,70,unknown,unknown,100.0,60.0,2,3,45,99.0,10.0,10.0,10.0,10.0,1,4.67,unknown
11638677,Seattle Sanctuary,https://a0.muscache.com/im/pictures/73ee2620-2a2f-4448-bc31-c2e9fe7f0603.jpg?aki_policy=large,2937202,Claudia,2012-07-14,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98103,47.6608,-122.33801000000001,House,Entire home/apt,2,1.0,1.0,1.0,unknown,130,unknown,unknown,500.0,25.0,1,3,1125,98.0,10.0,10.0,10.0,9.0,1,0.75,unknown
11638678,"Private Room, queen size bed, close to city",https://a0.muscache.com/im/pictures/a5a818ca-11d4-4396-9279-5f9452ececb7.jpg?aki_policy=large,36964583,Kevin,2015-06-28,within an hour,100%,3.0,Central Area,Seattle,WA,98144,47.59281,-122.3016,House,Private room,2,1.0,1.0,1.0,unknown,45,250.0,900.0,100.0,25.0,1,1,1125,87.0,9.0,8.0,9.0,8.0,3,4.08,900.0
11640043,Summer in Seattle - 4 Bedroom Home,https://a0.muscache.com/im/pictures/3e302af9-e7f7-4c8e-a56c-9dabf2dd34b8.jpg?aki_policy=large,3363382,Robert,2012-08-24,unknown,unknown,1.0,Magnolia,Seattle,WA,98199,47.64265,-122.40489,House,Entire home/apt,8,2.5,4.0,5.0,unknown,395,unknown,unknown,400.0,150.0,8,3,1125,93.0,9.0,9.0,10.0,9.0,1,0.08,unknown
11640921,"Cute, Cozy Bedroom w/Private Bath and Back Patio",https://a0.muscache.com/im/pictures/a26a1fff-b48d-49ad-83b9-293e4338edc2.jpg?aki_policy=large,61715772,Jason,2016-03-05,within a few hours,100%,1.0,Delridge,Seattle,WA,98106,47.55657,-122.36325,Townhouse,Private room,2,1.0,1.0,1.0,unknown,65,unknown,unknown,100.0,40.0,1,2,90,99.0,10.0,10.0,10.0,10.0,1,2.59,unknown
11672368,Backyard cottage,https://a0.muscache.com/im/pictures/24ca7a10-94da-48cc-a676-93bf5d7ebee8.jpg?aki_policy=large,11341339,Liz,2014-01-15,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98115,47.6878,-122.3011,Guesthouse,Entire home/apt,2,1.0,1.0,2.0,unknown,80,unknown,unknown,150.0,75.0,2,3,28,98.0,10.0,10.0,10.0,10.0,1,1.55,unknown
11674535,Newly renovated basement apartment,https://a0.muscache.com/im/pictures/18a15e07-f3fd-45b5-b1ff-31b00725b489.jpg?aki_policy=large,51040817,Robin,2015-12-11,within an hour,100%,3.0,Other neighborhoods,Seattle,WA,98103,47.66568,-122.33748,Apartment,Entire home/apt,4,1.0,1.0,2.0,unknown,135,unknown,unknown,0.0,60.0,1,2,1125,97.0,10.0,10.0,10.0,9.0,1,1.46,unknown
11678366,"Farmhouse in the City in Wallingford, near UW",https://a0.muscache.com/im/pictures/f0c2cc26-77d0-4c16-8f5a-57417c6c9391.jpg?aki_policy=large,3234703,Elise,2012-08-12,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98105,47.66005,-122.32321999999999,House,Entire home/apt,2,1.0,1.0,1.0,unknown,89,unknown,unknown,0.0,30.0,1,2,1125,100.0,10.0,10.0,10.0,10.0,1,0.18,unknown
11679052,Ultra-Energy Efficient Urban Retreat in Columbia City,"https://a0.muscache.com/4ea/air/v2//pictures/b7a90d01-e95b-415c-b283-1a74874873c1.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",62032202,Mark,2016-03-07,within an hour,100%,1.0,Rainier Valley,Seattle,WA,98118,47.55738,-122.27633,Guest suite,Entire home/apt,4,1.0,1.0,1.0,unknown,97,unknown,unknown,400.0,90.0,2,5,90,99.0,10.0,10.0,10.0,10.0,1,1.69,unknown
11679184,Greenlake Garden Gem & Hot Tub!,https://a0.muscache.com/im/pictures/0f937355-f5e2-48a9-aa06-08f9c0f92a57.jpg?aki_policy=large,62034319,Tina & Justin,2016-03-07,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98105,47.668459999999996,-122.32647,House,Entire home/apt,4,1.0,1.0,2.0,unknown,90,unknown,unknown,200.0,40.0,2,2,120,94.0,9.0,10.0,10.0,9.0,1,2.54,unknown
11697817,"West Seattle Townhouse, AK Junction",https://a0.muscache.com/im/pictures/80ac16b1-eeb2-4082-9427-24aecce11430.jpg?aki_policy=large,59914738,Drew,2016-02-22,within an hour,100%,2.0,West Seattle,Seattle,WA,98116,47.56541,-122.38728,Townhouse,Entire home/apt,3,1.5,2.0,2.0,unknown,110,unknown,unknown,0.0,125.0,3,5,1125,99.0,10.0,10.0,10.0,10.0,1,1.05,unknown
11712120,Lichton Springs park's house Room 1,https://a0.muscache.com/im/pictures/95fa5303-9e45-4871-b203-07c09f04ac91.jpg?aki_policy=large,62263795,Mikhail,2016-03-09,within an hour,100%,3.0,Northgate,Seattle,WA,98133,47.70236,-122.34192,House,Private room,2,1.0,1.0,2.0,unknown,80,unknown,unknown,0.0,25.0,1,3,1125,80.0,8.0,7.0,8.0,8.0,3,0.35,unknown
11724336,Mid Century Chic near Downtown,https://a0.muscache.com/im/pictures/5cf2acc7-4b87-43fc-9174-4457b7f1a2c4.jpg?aki_policy=large,9670906,Aaron,2013-10-27,within an hour,100%,1.0,Magnolia,Seattle,WA,98199,47.6437,-122.38951999999999,House,Entire home/apt,10,2.5,4.0,5.0,unknown,420,unknown,unknown,250.0,200.0,10,2,60,98.0,10.0,10.0,10.0,10.0,1,0.41,unknown
11743748,Private Queen Anne Upper-Level Cottage Studio,"https://a0.muscache.com/4ea/air/v2//pictures/9e79c354-d79f-4279-a649-42a0e75b5263.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",5548832,Christie,2013-03-20,within an hour,100%,2.0,Queen Anne,Seattle,WA,98119,47.651379999999996,-122.37143,Guesthouse,Entire home/apt,4,1.0,0.0,1.0,unknown,85,unknown,unknown,300.0,75.0,2,2,90,98.0,10.0,9.0,10.0,10.0,1,3.98,unknown
11769898,Large 1 BD Vintage Apt Capitol Hill,https://a0.muscache.com/im/pictures/0e1f1196-3042-4eee-a387-6754976ea805.jpg?aki_policy=large,9206918,Liz,2013-10-03,unknown,unknown,1.0,Capitol Hill,Seattle,WA,98122,47.616890000000005,-122.31063999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,115,unknown,unknown,100.0,10.0,1,6,9,95.0,10.0,10.0,10.0,10.0,1,0.87,unknown
11775115,Capitol Hill Spacious Private Room and Bath,https://a0.muscache.com/im/pictures/0dc71467-9198-499b-9409-f1e9a9c5826d.jpg?aki_policy=large,43307525,Karin,2015-09-03,unknown,unknown,1.0,Capitol Hill,Seattle,WA,98102,47.63535,-122.31913,House,Private room,2,1.0,1.0,1.0,unknown,80,unknown,unknown,200.0,30.0,1,1,1125,95.0,10.0,10.0,10.0,10.0,1,0.58,unknown
11785399,"AC, Walkable, tv, new bed, noise machine-2",https://a0.muscache.com/im/pictures/426833e0-47fb-4729-8184-84fd9de5ae69.jpg?aki_policy=large,3319649,Nicci,2012-08-20,within an hour,100%,5.0,Central Area,Seattle,WA,98122,47.60315,-122.30781999999999,House,Private room,2,1.0,1.0,1.0,unknown,35,unknown,unknown,200.0,20.0,2,1,5,97.0,10.0,10.0,10.0,10.0,4,2.95,unknown
11802330,Bright 1-bed Green Lake escape,https://a0.muscache.com/im/pictures/f361bce2-b897-4e68-b492-0e7b3afb38cd.jpg?aki_policy=large,3160093,Sarah,2012-08-04,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98115,47.68468,-122.3249,Guest suite,Entire home/apt,2,1.0,1.0,1.0,unknown,100,unknown,unknown,0.0,60.0,1,5,1125,99.0,10.0,10.0,10.0,10.0,1,0.69,unknown
11810269,Tranquil Contemporary City Studio,https://a0.muscache.com/im/pictures/1628f80f-bdac-4324-bc2d-875b0265b346.jpg?aki_policy=large,10235544,Scott (Aka Skip),2013-11-24,within an hour,100%,8.0,Central Area,Seattle,WA,98144,47.59325,-122.29466000000001,Guest suite,Entire home/apt,2,1.0,0.0,1.0,unknown,75,unknown,unknown,400.0,75.0,1,5,1125,99.0,10.0,10.0,10.0,10.0,6,0.81,unknown
11819518,"Quiet, private Alki Beach hideaway",https://a0.muscache.com/im/pictures/0110e73c-5fd2-44dd-b130-4296c119367a.jpg?aki_policy=large,62956167,Cameron,2016-03-14,unknown,unknown,1.0,West Seattle,Seattle,WA,98116,47.58142,-122.40368000000001,House,Private room,2,1.0,1.0,0.0,unknown,80,unknown,unknown,0.0,15.0,1,1,7,98.0,10.0,10.0,10.0,10.0,1,0.98,unknown
11820958,Explore Heart of Seattle from Centrally Located Apartment,"https://a0.muscache.com/4ea/air/v2//pictures/e230d9cd-cad5-4e49-bed6-6efaf484ee36.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98121,47.61509,-122.34933999999998,Condominium,Entire home/apt,4,1.0,1.0,1.0,unknown,160,unknown,unknown,500.0,107.0,1,2,365,98.0,10.0,10.0,10.0,9.0,53,1.62,unknown
11821901,Stay in Sophisticated Condo in Heart of Seattle,"https://a0.muscache.com/4ea/air/v2//pictures/e34160dd-1577-402a-b0f1-6b6a8b6f7409.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98121,47.61403,-122.34772,Condominium,Entire home/apt,4,1.0,1.0,1.0,unknown,136,unknown,unknown,1500.0,107.0,1,2,365,97.0,10.0,10.0,10.0,10.0,53,1.67,unknown
11825856,"Alki Beach Cottage - Seattle, next to park/beach",https://a0.muscache.com/im/pictures/3eee55c5-dd9b-4c3e-9507-427daed11eea.jpg?aki_policy=large,1801138,Shauna Causey +,2012-02-23,within an hour,100%,3.0,West Seattle,Seattle,WA,98116,47.57764,-122.40625,Cottage,Entire home/apt,4,1.0,2.0,2.0,unknown,172,unknown,unknown,200.0,85.0,3,1,20,97.0,10.0,10.0,10.0,9.0,3,2.96,unknown
11826680,Full House - Ballard/Greenwood,https://a0.muscache.com/im/pictures/781b16d0-39d2-444d-ad39-491d24bb1cfa.jpg?aki_policy=large,61897749,Adrian,2016-03-07,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98117,47.69965,-122.37167,House,Entire home/apt,4,2.5,4.0,2.0,unknown,160,unknown,unknown,0.0,150.0,2,2,1124,100.0,10.0,10.0,10.0,10.0,1,0.18,unknown
11845640,"The Camlin, WA, Studio #2",https://a0.muscache.com/im/pictures/fb92dafc-d229-429f-835c-2d996e9f3f47.jpg?aki_policy=large,10981379,Jan,2014-01-03,within an hour,98%,1717.0,Downtown,Seattle,WA,98101,47.61432,-122.33181,Condominium,Entire home/apt,2,1.0,0.0,1.0,unknown,144,unknown,unknown,0.0,49.0,1,1,1125,90.0,8.0,10.0,9.0,9.0,17,0.08,unknown
11867748,Close to Beacon Hill Station-- No Car Needed!,https://a0.muscache.com/im/pictures/641c08a3-ee83-4dc9-b273-00b4c30dffb0.jpg?aki_policy=large,63267084,Melissa,2016-03-16,within an hour,100%,1.0,Beacon Hill,Seattle,WA,98144,47.57808,-122.31741000000001,Apartment,Entire home/apt,5,1.0,1.0,1.0,unknown,120,unknown,unknown,0.0,45.0,4,3,1125,97.0,10.0,10.0,10.0,10.0,1,5.01,unknown
11890234,Modern Belltown 1 bdrm with parking,https://a0.muscache.com/im/pictures/6b0a6841-1121-40ec-845d-d7e1110c74cc.jpg?aki_policy=large,45680524,Hsiu,2015-10-03,within an hour,100%,2.0,Downtown,Seattle,WA,98121,47.61463,-122.34893000000001,Condominium,Entire home/apt,4,1.0,1.0,2.0,unknown,140,unknown,unknown,500.0,65.0,2,3,100,98.0,10.0,10.0,10.0,10.0,2,4.4,unknown
11892077,"West Seattle, Beach Dr. Condo Alki Beach, Seattle",https://a0.muscache.com/im/pictures/fe1ac32b-4195-4bc5-b2e7-f071acaf2444.jpg?aki_policy=large,28824732,Sharon,2015-03-05,within an hour,100%,1.0,West Seattle,Seattle,WA,98116,47.56627,-122.40777,Condominium,Entire home/apt,4,1.0,2.0,2.0,unknown,180,unknown,unknown,200.0,75.0,4,2,35,97.0,10.0,10.0,10.0,10.0,1,2.48,unknown
11907396,THE BEACH HOUSE,https://a0.muscache.com/im/pictures/7b1cabe7-a702-46fa-a1f5-0893501dcdb5.jpg?aki_policy=large,5790470,Francesco,2013-04-05,within an hour,88%,3.0,West Seattle,Seattle,WA,98116,47.592459999999996,-122.39092,House,Entire home/apt,4,1.0,2.0,2.0,unknown,125,unknown,unknown,200.0,90.0,1,2,1125,94.0,10.0,9.0,10.0,9.0,3,4.14,unknown
11912351,"Large private room, private bath, 2 beds, RokuTV",https://a0.muscache.com/im/pictures/f99beb18-d0b5-47b9-aa30-45924abb00bb.jpg?aki_policy=large,3319649,Nicci,2012-08-20,within an hour,100%,5.0,Central Area,Seattle,WA,98122,47.60394,-122.30957,House,Private room,3,1.0,1.0,2.0,unknown,110,unknown,unknown,300.0,20.0,2,1,6,99.0,10.0,10.0,10.0,10.0,4,1.67,unknown
11913478,(1) MODERN BRAND NEW > PRIME LOC > URBAN LIVING,https://a0.muscache.com/im/pictures/ec9a6a1a-7a93-414b-a81d-51e06b265a4d.jpg?aki_policy=large,15942582,Jenny,2014-05-24,within an hour,100%,8.0,Central Area,Seattle,WA,98122,47.61371,-122.31076000000002,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,119,unknown,unknown,100.0,50.0,1,4,1125,93.0,9.0,10.0,10.0,9.0,2,0.47,unknown
11929388,ALL NEW in heart of Wallingford,https://a0.muscache.com/im/pictures/29bb8f22-2746-4a00-a9f5-2b375d79479b.jpg?aki_policy=large,63674214,Liz,2016-03-20,within a few hours,100%,5.0,Other neighborhoods,Seattle,WA,98103,47.66384,-122.3415,Apartment,Entire home/apt,4,1.0,1.0,1.0,unknown,89,unknown,unknown,200.0,95.0,1,1,1125,92.0,10.0,10.0,9.0,9.0,5,1.16,unknown
11950209,Cherry Hill House - Lincoln Bedroom,https://a0.muscache.com/im/pictures/e0323d08-b5ac-4f51-8d7a-e5e6634cc8de.jpg?aki_policy=large,35396029,Nick,2015-06-09,within an hour,89%,9.0,Central Area,Seattle,WA,98122,47.60549,-122.31159,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,85,unknown,unknown,100.0,45.0,1,2,1125,94.0,10.0,9.0,10.0,9.0,9,6.0,unknown
11974887,Walk to U Village/UW Comfort 5501,https://a0.muscache.com/im/pictures/a52825a2-1717-4769-ad67-52ee845d3580.jpg?aki_policy=large,3074414,Melissa,2012-07-27,within an hour,90%,62.0,Other neighborhoods,Seattle,WA,98105,47.669109999999996,-122.30041000000001,Apartment,Entire home/apt,5,1.0,2.0,3.0,unknown,145,unknown,unknown,250.0,90.0,2,2,1125,77.0,8.0,8.0,9.0,8.0,53,0.32,unknown
11977745,cozy room/First Hill/Conv Center!,https://a0.muscache.com/im/pictures/6116ac9c-c833-494d-9bac-5b25bf29d5da.jpg?aki_policy=large,11282691,Molly,2014-01-14,within an hour,100%,1.0,Downtown,Seattle,WA,98104,47.60623,-122.32541,Apartment,Private room,2,1.0,1.0,1.0,unknown,59,unknown,unknown,0.0,12.0,2,2,31,99.0,10.0,10.0,10.0,10.0,1,4.94,unknown
11991764,Mid century modern with view,https://a0.muscache.com/im/pictures/f7ff2e7c-d49d-4024-b0e8-ac7d01700aec.jpg?aki_policy=large,3607676,Michael,2012-09-18,within an hour,100%,3.0,Capitol Hill,Seattle,WA,98122,47.61813,-122.31315,Apartment,Entire home/apt,2,1.0,1.0,2.0,unknown,98,unknown,unknown,0.0,50.0,2,3,1125,95.0,10.0,9.0,10.0,9.0,4,3.66,unknown
12002953,Amazing Water View 1 Pike Place 1BD. 99 Walkscore,https://a0.muscache.com/im/pictures/74561e95-b80b-4c47-93ab-b4876f3e04ce.jpg?aki_policy=large,29051256,Eve And Katrina,2015-03-09,unknown,unknown,29.0,Downtown,Seattle,WA,98101,47.61032,-122.34215,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,359,unknown,unknown,300.0,60.0,2,2,1125,99.0,10.0,10.0,10.0,10.0,29,1.16,unknown
12006031,Beautiful home in Wallingford,https://a0.muscache.com/im/pictures/4dcde19a-15f2-4b89-8395-83c99f2396f3.jpg?aki_policy=large,16667521,Katy,2014-06-11,within a few hours,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.65811,-122.33923999999999,House,Entire home/apt,6,2.0,3.0,3.0,unknown,350,unknown,unknown,250.0,100.0,1,3,1125,93.0,9.0,9.0,10.0,9.0,1,0.15,unknown
12007009,Amazing Water View 3 Pike Place 1BD. 99 Walkscore,https://a0.muscache.com/im/pictures/5c200c5d-3146-45f1-b62b-236e9d2c2015.jpg?aki_policy=large,29051256,Eve And Katrina,2015-03-09,unknown,unknown,29.0,Downtown,Seattle,WA,98101,47.61027,-122.34187,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,339,unknown,unknown,300.0,60.0,2,2,1125,97.0,10.0,10.0,10.0,10.0,29,1.87,unknown
12007028,Amazing Water View 5 Pike Place 1BD. 99 Walkscore,https://a0.muscache.com/im/pictures/36bb3ec9-41d9-40d3-9851-f07892b28413.jpg?aki_policy=large,29051256,Eve And Katrina,2015-03-09,unknown,unknown,29.0,Downtown,Seattle,WA,98101,47.61027,-122.34243000000001,Apartment,Entire home/apt,3,1.0,1.0,1.0,unknown,344,unknown,unknown,300.0,60.0,2,2,1125,96.0,10.0,10.0,10.0,9.0,29,1.4,unknown
12011079,"2 BR apartment, easy subway, free parking",https://a0.muscache.com/im/pictures/36c0d5a2-4620-416d-bcbf-c77089bce7bb.jpg?aki_policy=large,63157637,George,2016-03-15,within an hour,100%,1.0,Capitol Hill,Seattle,WA,98102,47.62315,-122.31906000000001,Apartment,Entire home/apt,7,1.0,2.0,4.0,unknown,120,unknown,unknown,500.0,80.0,3,1,15,99.0,10.0,10.0,10.0,10.0,1,4.94,unknown
12019464,Sunny Sweet Queen Anne Studio,https://a0.muscache.com/im/pictures/98c39ce1-70d7-481a-b99a-d18c7c6100e3.jpg?aki_policy=large,51635157,Jaclyn,2015-12-18,unknown,unknown,1.0,Queen Anne,Seattle,WA,98109,47.62875,-122.3555,Apartment,Entire home/apt,2,1.0,0.0,1.0,unknown,85,unknown,unknown,0.0,15.0,1,1,1125,95.0,10.0,10.0,10.0,10.0,1,0.19,unknown
12028522,Airy Escape on Green Lake,https://a0.muscache.com/im/pictures/c0d014c3-159e-4254-a92e-9f1aa1efc542.jpg?aki_policy=large,236714,Janet,2010-09-16,within a few hours,100%,2.0,Other neighborhoods,Seattle,WA,98103,47.67556,-122.33434,Guest suite,Entire home/apt,4,1.0,1.0,2.0,unknown,180,unknown,unknown,200.0,60.0,4,1,1125,97.0,10.0,9.0,10.0,10.0,1,2.53,unknown
12042411,Quintessential Seattle experience special,https://a0.muscache.com/im/pictures/a1da0bef-44ee-4877-82f9-31621ffe2fb6.jpg?aki_policy=large,57285609,Katarina,2016-02-03,within an hour,100%,1.0,Queen Anne,Seattle,WA,98109,47.63285,-122.34725,Apartment,Entire home/apt,8,2.0,4.0,4.0,unknown,450,unknown,unknown,1000.0,250.0,4,30,1125,99.0,10.0,10.0,10.0,10.0,1,4.18,unknown
12056343,Charming Townhome on Burke Trail,https://a0.muscache.com/im/pictures/d8e16b74-0f86-46ed-854b-def2cb99d33f.jpg?aki_policy=large,241762,Mark,2010-09-21,within a few hours,100%,2.0,Other neighborhoods,Seattle,WA,98105,47.669140000000006,-122.27725,House,Entire home/apt,4,3.5,3.0,3.0,unknown,400,unknown,unknown,0.0,100.0,1,5,1125,100.0,10.0,10.0,10.0,10.0,1,0.35,unknown
