id,host_id,host_name,host_since,host_response_rate,host_listings_count,neighbourhood_group_cleansed,latitude,longitude,bathrooms,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,monthly_price ,bedrooms,beds,accommodates,zipcode_98052,zipcode_98101,zipcode_98102,zipcode_98103,zipcode_98104,zipcode_98104-4417,zipcode_98105,zipcode_98106,zipcode_98107,zipcode_98108,zipcode_98109,zipcode_98112,zipcode_98115,zipcode_98116,zipcode_98117,zipcode_98118,zipcode_98119,zipcode_98121,zipcode_98122,zipcode_98125,zipcode_98126,zipcode_98133,zipcode_98134,zipcode_98136,zipcode_98144,zipcode_98146,zipcode_98155,zipcode_98168,zipcode_98177,zipcode_98178,zipcode_98199,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_response_time_unknown,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour
7619727,18017462,Sara,7/12/14,100%,1,Other neighborhoods,47.6845,-122.29855,1,,200,unknown,unknown,0,75,4,2,1125,97,10,9,10,10,1,0.41,unknown,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7634011,36654052,Jeremy,6/24/15,unknown,1,Beacon Hill,47.58832,-122.31119,1,,134,905,3200,100,50,1,2,1125,83,9,8,9,9,1,1.23,3200,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7636185,2777369,Angela,6/29/12,100%,2,Beacon Hill,47.57288,-122.30988,1,,80,550,2500,300,100,2,2,30,98,10,10,9,9,2,6.23,2500,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7637291,10454870,Cheryl,12/5/13,unknown,1,Other neighborhoods,47.68309,-122.31649,1,,100,unknown,unknown,150,25,4,2,4,97,10,10,10,10,1,0.18,unknown,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7638078,20435133,Matt,8/23/14,100%,2,Northgate,47.69913,-122.31638,1,,125,unknown,unknown,300,30,1,2,1125,97,10,9,10,10,2,0.46,unknown,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7638263,39401590,Brian,7/24/15,100%,1,Cascade,47.63661,-122.32313,1.5,,75,unknown,unknown,0,35,1,2,1125,100,10,10,10,10,1,3.28,unknown,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7638282,13424313,Magnhild,3/22/14,100%,1,Northgate,47.69718,-122.31174,1,,115,unknown,unknown,200,35,2,2,1125,100,10,10,10,10,1,2.92,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7638689,5137566,Bonnie,2/18/13,100%,3,Ballard,47.68366,-122.37086,1,,250,950,3150,250,90,4,3,30,96,9,10,10,10,1,0.3,3150,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7646637,40122496,David,7/31/15,100%,3,Ballard,47.66177,-122.36128,2,,262,1500,5200,0,180,1,14,300,95,10,10,10,9,2,0.7,5200,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7648716,24986285,Mar,12/18/14,unknown,4,Central Area,47.60441,-122.30543,1,,199,unknown,unknown,145,35,2,1,7,98,10,10,9,10,2,0.34,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7661577,40215306,Katie,8/1/15,100%,1,Other neighborhoods,47.67454,-122.31569,1,,99,700,2000,0,35,4,1,90,97,10,10,10,10,1,2.71,2000,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7665392,9835237,Gabriela,11/5/13,unknown,1,West Seattle,47.57971,-122.37923,1,,95,unknown,unknown,0,30,1,1,6,99,10,10,10,10,1,1.59,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7665415,3286649,Michael,8/17/12,100%,5,West Seattle,47.55973,-122.38696,1,,199,670,2163,100,80,1,1,150,95,10,10,10,9,3,1.76,2163,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7676574,5011779,Karin,2/8/13,unknown,1,Magnolia,47.64013,-122.40274,1,,181,1500,3750,300,75,4,3,1125,98,9,10,10,10,1,0.29,3750,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7678064,36057637,Martha,6/17/15,100%,4,Queen Anne,47.62608,-122.3445,3.5,,325,2000,unknown,1000,299,4,3,30,99,10,10,10,10,1,2.03,unknown,4,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7680946,25667285,Daniel,1/5/15,100%,1,Ballard,47.68618,-122.38056,1,,70,450,1600,0,0,1,14,120,100,10,10,9,10,1,0.12,1600,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7692281,40398665,Mariluz,8/3/15,80%,2,Magnolia,47.64977,-122.38391,1,,60,800,2700,500,100,1,20,90,97,9,9,9,10,2,0.26,2700,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7693217,2390150,Sarah,5/16/12,100%,7,Beacon Hill,47.55251,-122.29346,1,,40,245,858,100,25,1,5,1125,99,10,10,9,10,3,0.7,858,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7695195,5721704,Martin,4/1/13,unknown,1,Capitol Hill,47.62437,-122.31449,1,,80,500,unknown,0,5,1,2,1125,100,10,10,10,10,1,0.14,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7697170,658155,Joe,6/2/11,100%,17,Capitol Hill,47.62938,-122.32175,1,,210,1363,4800,0,150,4,7,1124,98,10,10,10,9,13,3.27,4800,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7697340,9060841,Ruby,9/25/13,100%,3,Capitol Hill,47.63993,-122.32284,2.5,,400,4000,8000,500,200,6,2,1125,97,10,10,10,9,1,2.04,8000,3,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7698701,40437727,Petra,8/3/15,100%,2,Other neighborhoods,47.65651,-122.32945,1,,150,unknown,unknown,200,80,2,2,1125,95,9,9,10,9,2,1.69,unknown,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7713043,8663396,Alvin,9/6/13,100%,1,Rainier Valley,47.50728,-122.25419,0,,75,unknown,unknown,100,20,2,1,1125,97,10,10,10,10,1,2.47,unknown,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7713599,18051211,Lauren & Patrick,7/13/14,100%,1,Delridge,47.55219,-122.37408,1,,135,unknown,unknown,300,125,2,1,1124,97,10,10,9,9,1,1.94,unknown,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7717813,40550531,Kim,8/5/15,unknown,1,Central Area,47.61815,-122.28758,1,,165,950,3000,1500,75,2,2,365,98,10,10,10,10,1,1.11,3000,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7735282,10558142,James,12/11/13,99%,7,Downtown,47.61176,-122.32142,1,,119,unknown,unknown,200,50,2,1,30,95,10,9,10,9,7,6.79,unknown,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7735313,10558142,James,12/11/13,99%,7,Downtown,47.61171,-122.3286,1,,129,unknown,unknown,250,60,2,3,30,95,10,9,10,9,7,4.95,unknown,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7735455,3074414,Melissa,7/27/12,90%,62,Other neighborhoods,47.67699,-122.28986,1,,85,645,1895,150,60,1,1,1125,76,8,8,9,7,53,0.22,1895,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7745196,398005,Trevor,2/18/11,100%,3,Other neighborhoods,47.65683,-122.34487,1,,133,850,3240,199,65,2,3,1125,98,10,10,10,10,1,3.32,3240,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7748349,15288819,Neil,5/9/14,100%,3,Northgate,47.69454,-122.33189,1,,65,350,900,0,0,1,2,60,98,10,10,10,10,3,1.46,900,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7772661,40885963,Michael Sierota And,8/8/15,100%,1,Queen Anne,47.63737,-122.36941,1,,110,unknown,unknown,350,75,2,2,1124,100,10,10,10,10,1,2.77,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7773668,20983122,Michael,9/5/14,60%,1,Capitol Hill,47.6147,-122.32853,1,,79,600,unknown,150,40,1,1,30,97,10,10,10,10,1,3.86,unknown,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7774070,40894788,Melissa,8/8/15,unknown,1,Other neighborhoods,47.69648,-122.3465,1,,200,1050,3675,250,75,6,4,1125,100,10,10,10,10,1,0.12,3675,3,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7775167,9763076,Kelly,11/2/13,unknown,1,Central Area,47.61316,-122.28233,1,,58,350,1000,500,30,1,1,1125,100,10,10,10,10,1,0.68,1000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7776701,40912896,Diane,8/9/15,83%,1,West Seattle,47.57685,-122.41636,2,,289,1875,7500,0,120,4,3,21,100,10,10,10,10,1,0.85,7500,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7785646,7491359,Stephen,7/15/13,unknown,1,Other neighborhoods,47.66079,-122.32659,1,,90,unknown,unknown,100,40,1,2,1125,99,10,10,10,10,1,1,unknown,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7788695,30979808,Anastasia,4/10/15,100%,1,Other neighborhoods,47.70036,-122.37091,1,,70,unknown,unknown,0,30,3,1,14,98,10,10,10,10,1,7.24,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7789438,2594393,Shay,6/10/12,100%,4,Capitol Hill,47.61533,-122.32355,1,,145,unknown,unknown,750,110,1,2,1125,99,10,10,10,10,1,2.73,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7800143,41055891,Kelly,8/10/15,100%,1,West Seattle,47.57806,-122.38246,2,,175,1400,unknown,300,75,4,5,28,97,10,10,10,10,1,0.92,unknown,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7800238,41056418,Andy And Betty,8/10/15,100%,1,Beacon Hill,47.55708,-122.3092,1,,85,500,1700,0,25,1,2,90,99,10,10,10,10,1,5.77,1700,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7802266,3378506,Dash,8/26/12,unknown,1,Capitol Hill,47.61495,-122.31941,2,,185,1100,unknown,0,100,1,2,1125,90,9,9,10,10,1,0.04,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7805332,16966680,Sam,6/18/14,80%,1,Capitol Hill,47.62447,-122.29809,1,,76,575,unknown,100,50,2,3,30,94,10,9,10,9,1,3.18,unknown,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7807090,4962900,Stay Alfred,2/4/13,98%,1795,Downtown,47.61329,-122.34947,2,,999,unknown,unknown,0,99,1,2,1125,92,9,9,10,9,92,1.02,unknown,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7807169,4962900,Stay Alfred,2/4/13,98%,1795,Downtown,47.6125,-122.34826,2,,999,unknown,unknown,0,99,1,2,1125,89,9,9,10,9,92,1.11,unknown,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7807268,4962900,Stay Alfred,2/4/13,98%,1795,Downtown,47.61363,-122.34978,2,,999,unknown,unknown,0,99,1,2,1125,96,10,10,10,9,92,0.39,unknown,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7808495,1675559,Dan,1/30/12,unknown,1,Central Area,47.6098,-122.31533,1,,60,700,unknown,200,35,1,29,90,98,10,10,10,9,1,0.34,unknown,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7810447,3074414,Melissa,7/27/12,90%,62,University District,47.65706,-122.31658,1,,110,580,1695,150,60,1,1,1125,92,9,9,10,9,53,0.38,1695,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7821351,6979871,Beate,6/18/13,unknown,2,Other neighborhoods,47.65966,-122.34944,1.5,,150,1200,unknown,200,100,1,2,1125,100,10,10,10,10,2,0.04,unknown,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7823623,27322552,Garrett,2/6/15,100%,3,Cascade,47.64914,-122.32396,1.5,,250,1400,3700,0,200,3,15,1125,96,10,10,10,9,3,0.68,3700,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7823973,41193990,Julia,8/11/15,100%,1,Capitol Hill,47.62406,-122.30057,1,,125,800,2200,1000,100,1,30,120,99,10,10,10,10,1,0.69,2200,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7826131,32859994,Linda,5/7/15,unknown,1,Other neighborhoods,47.67309,-122.34999,1,,123,unknown,unknown,400,40,2,30,90,99,10,10,10,10,1,0.92,unknown,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7839535,26130164,Alex,1/14/15,100%,2,Queen Anne,47.64341,-122.36272,1,,74,446,1302,0,49,2,2,1125,97,10,10,10,10,3,2.05,1302,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7841397,25973628,Kip,1/12/15,100%,3,Queen Anne,47.64756,-122.35739,1,,125,unknown,unknown,750,60,6,2,90,99,10,10,10,10,2,2.35,unknown,2,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7843995,10558142,James,12/11/13,99%,7,Capitol Hill,47.61814,-122.32548,1,,129,unknown,unknown,200,50,2,1,30,95,10,9,10,9,7,6.39,unknown,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7871885,41487915,Eric,8/14/15,100%,1,Capitol Hill,47.63077,-122.30332,1,,125,700,unknown,200,25,1,2,14,98,10,10,10,10,1,2.36,unknown,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7873789,1645336,Lisa,1/24/12,100%,1,Ballard,47.68313,-122.37098,1,,98,613,unknown,0,25,3,1,10,97,10,10,10,10,1,8.56,unknown,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7884782,10558142,James,12/11/13,99%,7,Capitol Hill,47.61409,-122.3205,1,,149,unknown,unknown,250,50,2,1,45,98,10,10,10,9,7,6.68,unknown,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7886645,10809703,Kelsey,12/25/13,100%,1,Other neighborhoods,47.67525,-122.32055,1,,99,unknown,unknown,0,39,1,1,10,99,10,10,10,10,1,7.43,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7886656,4181260,Joe,11/18/12,100%,2,West Seattle,47.55926,-122.38456,1,,150,1000,2800,500,50,1,2,29,96,10,9,10,10,2,4.53,2800,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7901318,1839610,Liza,3/1/12,unknown,1,Capitol Hill,47.61838,-122.32453,1,,98,500,unknown,0,55,1,2,1125,99,10,10,10,10,1,0.3,unknown,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7902005,39703249,Chris,7/27/15,100%,1,Magnolia,47.64369,-122.39798,1,,199,unknown,unknown,150,75,2,2,90,99,10,10,10,10,1,1.64,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7921065,7905102,Michael And Kelley,8/3/13,92%,2,Interbay,47.66104,-122.38678,1,,187,unknown,unknown,500,125,2,2,30,98,10,10,10,9,1,3.59,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7922013,41775435,Mehrit,8/18/15,100%,3,Rainier Valley,47.58684,-122.29526,1,,70,unknown,unknown,0,20,1,3,1125,95,10,10,9,10,3,1.43,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7922663,41775435,Mehrit,8/18/15,100%,3,Rainier Valley,47.58901,-122.29743,1,,73,unknown,unknown,0,20,1,3,1125,96,10,10,10,10,3,1.63,unknown,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7935437,41846073,Pamela,8/18/15,100%,3,Other neighborhoods,47.69874,-122.34835,1,,109,unknown,unknown,150,40,2,1,365,95,10,10,10,9,2,1.36,unknown,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7940358,1393266,Mark,11/10/11,100%,2,Capitol Hill,47.62108,-122.31078,2,,249,999,3250,200,120,2,2,1125,99,10,10,10,10,2,0.85,3250,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7940510,33615607,G,5/18/15,unknown,1,Ballard,47.67015,-122.39266,1,,75,unknown,1700,0,10,1,1,30,94,9,10,10,10,1,1.27,1700,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7952930,26322633,Megan,1/18/15,100%,1,Northgate,47.70388,-122.31589,1,,80,536,1890,0,20,1,2,15,94,10,9,10,10,1,2.05,1890,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7954781,41935728,Shane,8/19/15,unknown,1,Downtown,47.61295,-122.33443,1,,100,unknown,unknown,0,25,1,1,1125,100,10,10,10,10,1,0.02,unknown,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7956337,41775435,Mehrit,8/18/15,100%,3,Rainier Valley,47.58829,-122.29591,1,,60,unknown,unknown,0,20,1,3,1125,97,10,10,9,10,3,1.86,unknown,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7957689,40433574,Sarah,8/3/15,unknown,1,Capitol Hill,47.61817,-122.32344,1,,125,650,2300,0,20,1,2,1125,94,10,9,10,9,1,0.14,2300,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7969698,15312585,Tania,5/9/14,100%,2,Northgate,47.70839,-122.33704,1.5,,108,600,2200,100,50,4,5,31,97,10,10,10,10,2,2.19,2200,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7985714,1243056,Andy,10/3/11,100%,58,Other neighborhoods,47.65002,-122.3328,3.5,,38,250,750,350,75,1,4,1125,97,10,9,10,9,59,0.12,750,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7995944,20435133,Matt,8/23/14,100%,2,Northgate,47.69819,-122.31624,1,,72,600,2500,100,20,2,2,31,94,10,9,10,9,2,6.04,2500,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8002965,25330374,Orla,12/29/14,100%,1,Other neighborhoods,47.67953,-122.29881,1,,43,244,985,0,15,1,3,30,99,10,10,10,10,1,1.12,985,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8016481,4930653,Pablo,2/1/13,unknown,1,Downtown,47.61716,-122.34972,1,,148,881,unknown,0,50,1,2,1125,92,9,9,10,10,1,0.12,unknown,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8017832,6531875,Rich,5/22/13,100%,6,West Seattle,47.56477,-122.38878,1,,69,343,1372,0,25,1,1,14,97,10,10,10,9,1,4.7,1372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8027776,35961304,Marianne,6/16/15,100%,20,Downtown,47.61555,-122.34044,1,,129,unknown,unknown,0,55,2,1,12,90,9,9,10,9,6,7.28,unknown,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8029177,42393640,Jonelle,8/24/15,100%,2,Magnolia,47.63544,-122.40247,1,,100,700,2200,0,88,1,1,120,97,10,10,10,10,1,1.46,2200,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8036620,42436525,William,8/25/15,unknown,1,Capitol Hill,47.64742,-122.32138,3.5,,560,unknown,unknown,1000,100,8,2,3,96,10,10,10,9,1,0.49,unknown,4,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8054902,4071088,David,11/5/12,100%,1,Other neighborhoods,47.65469,-122.3582,1,,179,unknown,unknown,300,89,2,1,21,98,10,10,10,10,1,6.11,unknown,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
